"LEAGUE","NAME","DY+/-","PLAYER ID","POS","SEASON","GP","EV P1/GP","PP P1/GP","P1/GP","EV G","EV A1","EV A2","EV P1","PP G","PP A1","PP A2","PP P1","SH G","SH A1","SH A2","EV SHOTS","EV SH%","PP SHOTS","PP SH%","SHOTS","S%","TG","TP1","TP","TP/GP","Goals/P1","EV GF","EV GA","EV GF%","EV GF%Rel","OFF EV GF","OFF EV GA","eTOI/GP","P1/e60","DOB","AGE SEPT 15","AGE DEC 31","#","TEAM","HT","SHOOTS","DRAFT YEAR","NHL DRAFT","DRAFT TEAM","NHL TEAM","HEATMAP"
"QMJHL","Colin Ratt","DY","50342/colin-ratt","F","2022","41","0.2439","0.0000","0.2439","6","4","3","10","0","0","0","0","0","0","0","0","0.00","0","0.00","42","14.29","6","10","13","0.3171","60.00","14","11","56.00","- 3.66","105","71","10.06","1.4553","2003-12-11","18.76","19.06","74","SHE","6'02","L","2022","-","-","-",""
"Czechia U20","Simon Nemec","DY","53784/simon-nemec","D","2022","41","0.1951","0.0488","0.2439","3","5","6","8","1","1","1","2","0","0","1","0","0.00","0","0.00","0","0.00","4","10","18","0.4390","40.00","29","21","58.00","- 6.17","77","43","17.28","0.8469","2004-01-02","18.70","19.00","5","MBL","5'09","R","2022","-","-","-",""
"AHL","Christian Wolanin","DY+9","33032/christian-wolanin","D","2022","37","0.1622","0.0811","0.2432","1","5","7","6","0","3","2","3","0","0","0","0","0.00","0","0.00","48","2.08","1","9","18","0.4865","11.11","30","30","50.00","- 5.56","60","48","19.08","0.7649","1995-03-17","27.49","27.79","86","ONT","6'02","L","2013","OTT (2015) - #107","OTT","LAK",""
"NCAA","Aiden Hansen-Bukata","DY+5","41869/aiden-hansen-bukata","D","2022","37","0.2432","0.0000","0.2432","2","7","3","9","0","0","0","0","0","0","0","0","0.00","0","0.00","47","4.26","2","9","12","0.3243","22.22","0","0","0.00","0.00","0","0","0.00","0.0000","1999-06-29","23.21","23.51","","RIT","6'00","L","2017","-","-","-",""
"NCAA","Sam Stange","DY+3","44723/sam-stange","F","2022","37","0.1892","0.0541","0.2432","3","4","2","7","1","1","0","2","0","0","0","0","0.00","0","0.00","81","4.94","4","9","11","0.2973","44.44","0","0","0.00","0.00","0","0","0.00","0.0000","2001-04-20","21.40","21.70","","WIS","6'01","R","2019","DET (2020) - #97","DET","DET",""
"Sweden U20","Viktor Smeds","DY","50488/viktor-smeds","F","2022","37","0.1892","0.0541","0.2432","4","3","3","7","1","1","2","2","0","0","0","0","0.00","0","0.00","0","0.00","5","9","14","0.3784","55.56","24","34","41.38","- 13.17","78","65","15.67","0.9313","2004-06-19","18.24","18.53","60","RBK","5'11","R","2022","-","-","-",""
"NCAA","Pierson Brandon","DY+4","50942/pierson-brandon","D","2022","37","0.2432","0.0000","0.2432","6","3","5","9","0","0","0","0","0","0","1","0","0.00","0","0.00","60","10.00","6","9","15","0.4054","66.67","0","0","0.00","0.00","0","0","0.00","0.0000","2000-06-06","22.28","22.57","","CLG","6'00","L","2018","-","-","-",""
"Slovakia U20","Marek Synak","DY","55730/marek-synak","F","2022","37","0.1351","0.0811","0.2432","4","1","1","5","2","1","0","3","1","0","0","0","0.00","0","0.00","70","10.00","7","9","10","0.2703","75.00","13","24","35.14","- 12.90","61","66","10.92","1.3362","2003-11-20","18.82","19.11","3","ZIM","6'00","R","2022","-","-","-",""
"NCAA","Gabriel Chicoine","DY+7","56612/gabriel-chicoine","D","2022","37","0.1081","0.1351","0.2432","0","4","4","4","1","4","6","5","0","0","0","0","0.00","0","0.00","52","1.92","1","9","19","0.5135","11.11","0","0","0.00","0.00","0","0","0.00","0.0000","1997-02-05","25.61","25.91","","BGS","6'00","L","2015","-","-","-",""
"AHL","Matthew Wedman","DY+5","41665/matthew-wedman","F","2022","70","0.2429","0.0000","0.2429","11","6","0","17","0","0","0","0","0","0","0","0","0.00","0","0.00","72","15.28","11","17","17","0.2429","64.71","29","40","42.03","- 9.87","123","114","12.30","1.1850","1999-05-25","23.31","23.60","20","BEL","6'04","L","2017","FLA (2019) - #199","FLA","-",""
"NCAA","Brian Chambers","DY+6","39906/brian-chambers","F","2022","33","0.1818","0.0606","0.2424","2","4","2","6","1","1","1","2","0","0","0","0","0.00","0","0.00","41","7.32","3","8","11","0.3333","37.50","0","0","0.00","0.00","0","0","0.00","0.0000","1998-07-24","24.14","24.44","","UML","6'01","R","2016","-","-","-",""
"NCAA","Zach Kaiser","DY+6","40249/zach-kaiser","F","2022","33","0.2121","0.0000","0.2424","4","3","1","7","0","0","0","0","0","1","0","0","0.00","0","0.00","55","7.27","4","8","9","0.2727","57.14","0","0","0.00","0.00","0","0","0.00","0.0000","1998-09-06","24.03","24.32","","UML","6'01","L","2016","-","-","-",""
"NCAA","Marshal Plunkett","DY+5","40471/marshal-plunkett","D","2022","33","0.1818","0.0606","0.2424","2","4","4","6","0","2","3","2","0","0","0","0","0.00","0","0.00","42","4.76","2","8","15","0.4545","25.00","0","0","0.00","0.00","0","0","0.00","0.0000","1998-10-31","23.88","24.17","","ARM","5'11","L","2017","-","-","-",""
"NCAA","Mark Cheremeta","DY+5","41946/mark-cheremeta","F","2022","33","0.2121","0.0303","0.2424","4","3","4","7","1","0","1","1","0","0","0","0","0.00","0","0.00","52","9.62","5","8","13","0.3939","62.50","0","0","0.00","0.00","0","0","0.00","0.0000","1999-07-12","23.18","23.47","","OSU","5'11","L","2017","-","-","-",""
"NCAA","Nolan Renwick","DY+3","46439/nolan-renwick","F","2022","33","0.1818","0.0606","0.2424","3","3","3","6","1","1","0","2","0","0","0","0","0.00","0","0.00","48","8.33","4","8","11","0.3333","50.00","0","0","0.00","0.00","0","0","0.00","0.0000","2001-02-16","21.58","21.88","","MNE","6'03","R","2019","-","-","-",""
"NCAA","Jimmy Glynn","DY+4","46482/jimmy-glynn","F","2022","33","0.2424","0.0000","0.2424","5","3","3","8","0","0","0","0","0","0","0","0","0.00","0","0.00","37","13.51","5","8","11","0.3333","62.50","0","0","0.00","0.00","0","0","0.00","0.0000","2000-02-24","22.56","22.85","","UNO","5'10","R","2018","-","-","-",""
"Finland U20","Niklas Liukka","DY+1","51374/niklas-liukka","F","2022","33","0.2121","0.0303","0.2424","4","3","1","7","0","1","0","1","0","0","0","0","0.00","0","0.00","58","6.90","4","8","9","0.2727","50.00","13","25","34.21","- 20.73","89","73","13.90","1.0465","2003-08-26","19.05","19.35","84","SAI","5'11","R","2021","-","-","-",""
"Finland U20","Arttu Alasiurua","DY-1","54113/arttu-alasiurua","F","2022","33","0.2121","0.0303","0.2424","5","2","2","7","1","0","6","1","0","0","0","0","0.00","0","0.00","68","8.82","6","8","16","0.4848","75.00","16","8","66.67","10.97","44","35","15.15","0.9604","2005-02-05","17.61","17.91","28","KAR","5'10","L","2023","-","-","-",""
"Sweden U20","Jan Gaspar","DY-1","55077/jan-gaspar","F","2022","33","0.2424","0.0000","0.2424","4","4","2","8","0","0","0","0","0","0","0","0","0.00","0","0.00","0","0.00","4","8","10","0.3030","50.00","21","18","53.85","0.95","64","57","13.10","1.1103","2004-10-18","17.91","18.20","92","SSK","5'04","L","2023","-","-","-",""
"USHL","Cade DeStefani","DY+3","55335/cade-destefani","F","2022","33","0.1515","0.0606","0.2424","1","4","3","5","1","1","0","2","1","0","0","0","0.00","0","0.00","35","8.57","3","8","11","0.3333","28.57","15","24","38.46","- 7.82","56","65","13.60","1.0693","2001-06-21","21.23","21.53","9","DM","6'02","R","2019","-","-","-",""
"AHL","Jarid Lukosevicius","DY+9","32702/jarid-lukosevicius","F","2022","62","0.2097","0.0323","0.2419","9","4","3","13","1","1","0","2","0","0","0","0","0.00","0","0.00","122","8.20","10","15","18","0.2903","66.67","30","31","49.18","- 5.97","107","87","14.28","1.0164","1995-02-05","27.61","27.91","14","ABB","5'10","R","2013","-","-","-",""
"OHL","Navrin Mutter","DY+3","44591/navrin-mutter","F","2022","62","0.2258","0.0161","0.2419","10","4","6","14","1","0","1","1","0","0","0","0","0.00","0","0.00","119","9.24","11","15","22","0.3548","73.33","40","46","46.51","- 4.99","137","129","13.63","1.0649","2001-03-15","21.50","21.79","77","HAM/KIT","6'04","L","2019","-","-","NSH",""
"OHL","Keegan McMullen","DY+2","46061/keegan-mcmullen","F","2022","62","0.1935","0.0323","0.2419","5","7","7","12","2","0","0","2","1","0","0","0","0.00","0","0.00","110","7.27","8","15","22","0.3548","50.00","38","48","44.19","- 7.14","135","128","14.31","1.0144","2002-03-19","20.49","20.78","15","SOO/PBO","6'00","L","2020","-","-","-",""
"WHL","Sam McGinley","DY+1","46165/sam-mcginley","D","2022","62","0.1452","0.0968","0.2419","5","4","4","9","2","4","2","6","0","0","0","0","0.00","0","0.00","114","6.14","7","15","21","0.3387","46.67","40","54","42.55","- 0.22","77","103","18.41","0.7886","2002-12-03","19.78","20.08","28","SC","6'03","L","2021","-","-","-",""
"USHL","Max Smolinski","DY+1","47218/max-smolinski","D","2022","62","0.2419","0.0000","0.2419","4","11","5","15","0","0","0","0","0","0","1","0","0.00","0","0.00","76","5.26","4","15","21","0.3387","26.67","51","42","54.84","7.69","91","102","17.86","0.8127","2003-04-02","19.45","19.75","8","FGO","5'10","R","2021","-","-","-",""
"Liiga","Valtteri Lipiainen","DY+7","38183/valtteri-lipiainen","F","2022","58","0.1552","0.0862","0.2414","7","2","5","9","4","1","3","5","0","0","0","0","0.00","0","0.00","102","10.78","11","14","22","0.3793","78.57","22","39","36.07","- 2.21","62","100","15.04","0.9631","1997-09-02","25.04","25.33","90","SAI","5'10","R","2015","-","-","-",""
"NCAA","Mark Paolini","DY+6","39119/mark-paolini","D","2022","29","0.1724","0.0345","0.2414","1","4","2","5","1","0","2","1","0","1","0","0","0.00","0","0.00","49","4.08","2","7","11","0.3793","33.33","0","0","0.00","0.00","0","0","0.00","0.0000","1998-03-06","24.53","24.82","","PRN","6'00","L","2016","-","-","-",""
"NCAA","Samuli Niinisaari","DY+6","40136/samuli-niinisaari","D","2022","29","0.2069","0.0345","0.2414","1","5","3","6","0","1","2","1","0","0","0","0","0.00","0","0.00","53","1.89","1","7","12","0.4138","14.29","0","0","0.00","0.00","0","0","0.00","0.0000","1998-08-11","24.09","24.39","","BRN","6'01","L","2016","-","-","-",""
"AHL","Yegor Zamula","DY+4","43170/yegor-zamula","D","2022","58","0.2069","0.0345","0.2414","3","9","12","12","1","1","3","2","0","0","0","0","0.00","0","0.00","97","4.12","4","14","29","0.5000","28.57","57","58","49.57","2.27","70","78","22.40","0.6467","2000-03-30","22.46","22.75","4","LHV","6'03","L","2018","-","-","PHI",""
"NCAA","Xander Lamppa","DY+4","43353/xander-lamppa","F","2022","29","0.2069","0.0345","0.2414","2","4","1","6","0","1","0","1","0","0","0","0","0.00","0","0.00","43","4.65","2","7","8","0.2759","28.57","0","0","0.00","0.00","0","0","0.00","0.0000","2000-04-30","22.38","22.67","","PSU","6'01","L","2018","-","-","-",""
"OHL","Liam Ross","DY+3","44813/liam-ross","D","2022","58","0.1379","0.0862","0.2414","6","2","10","8","4","1","2","5","1","0","0","0","0.00","0","0.00","126","8.73","11","14","26","0.4483","76.92","55","61","47.41","1.26","90","105","22.36","0.6477","2001-05-13","21.34","21.63","63","SBY","6'02","L","2019","-","-","-",""
"NCAA","Chase Bradley","DY+2","45342/chase-bradley","F","2022","29","0.2414","0.0000","0.2414","4","3","2","7","0","0","0","0","0","0","0","0","0.00","0","0.00","60","6.67","4","7","9","0.3103","57.14","0","0","0.00","0.00","0","0","0.00","0.0000","2002-01-09","20.68","20.98","","CON","5'11","L","2020","DET (2020) - #203","DET","DET",""
"USHL","Axel Kumlin","DY+2","45446/axel-kumlin","D","2022","58","0.1379","0.1034","0.2414","3","5","6","8","2","4","1","6","0","0","0","0","0.00","0","0.00","102","4.90","5","14","21","0.3621","35.71","57","33","63.33","8.10","132","107","18.56","0.7804","2002-02-23","20.56","20.86","3","DBQ","6'01","R","2020","-","-","-",""
"MHL","Grigori Morozov","DY+1","47785/grigori-morozov","D","2022","58","0.1552","0.0862","0.2414","2","7","3","9","1","4","2","5","0","0","0","0","0.00","0","0.00","99","3.03","3","14","19","0.3276","21.43","39","48","44.83","- 1.03","83","98","18.84","0.7686","2003-08-08","19.10","19.40","64","RN","6'02","R","2021","-","-","-",""
"NCAA","Thomas Daskas","DY+5","50933/thomas-daskas","F","2022","29","0.2069","0.0345","0.2414","3","3","1","6","1","0","1","1","0","0","0","0","0.00","0","0.00","29","13.79","4","7","9","0.3103","57.14","0","0","0.00","0.00","0","0","0.00","0.0000","1999-09-03","23.03","23.33","","MIA","6'02","R","2017","-","-","-",""
"USHL","Clint Levens","DY+1","51154/clint-levens","F","2022","58","0.2241","0.0172","0.2414","8","5","2","13","1","0","1","1","0","0","0","0","0.00","0","0.00","80","11.25","9","14","17","0.2931","64.29","25","35","41.67","0.71","86","124","13.64","1.0614","2003-06-19","19.24","19.53","19","SF","6'02","R","2021","-","-","-",""
"WHL","Braxton Whitehead","DY","51459/braxton-whitehead","F","2022","58","0.1897","0.0345","0.2414","8","3","2","11","1","1","1","2","1","0","0","0","0.00","0","0.00","106","9.43","10","14","17","0.2931","69.23","37","36","50.68","3.47","110","123","12.80","1.1316","2004-06-09","18.27","18.56","52","REG","5'11","R","2022","-","-","-",""
"OHL","Easton Wainwright","DY-1","51943/easton-wainwright","F","2022","29","0.2069","0.0345","0.2414","6","0","4","6","1","0","0","1","0","0","0","0","0.00","0","0.00","36","19.44","7","7","11","0.3793","100.00","16","19","45.71","- 0.74","59","68","12.56","1.1533","2005-01-19","17.66","17.95","12","SAR","5'08","R","2023","-","-","-",""
"USHL","Samuel Deckhut","DY+2","55333/samuel-deckhut","F","2022","58","0.2414","0.0000","0.2414","4","10","8","14","0","0","0","0","0","0","0","0","0.00","0","0.00","56","7.14","4","14","22","0.3793","28.57","31","16","65.96","7.16","137","96","11.34","1.2773","2002-04-02","20.45","20.75","25","SC","5'11","L","2020","-","-","-",""
"Liiga","Santtu Kinnunen","DY+5","41244/santtu-kinnunen","D","2022","54","0.1481","0.0741","0.2407","2","6","7","8","2","2","3","4","0","1","0","0","0.00","0","0.00","123","3.25","4","13","23","0.4259","33.33","44","30","59.46","- 0.68","89","59","18.87","0.7653","1999-03-25","23.47","23.77","72","TAP","6'03","R","2017","FLA (2018) - #207","FLA","FLA",""
"QMJHL","Liam Kidney","DY+3","45031/liam-kidney","F","2022","54","0.1852","0.0556","0.2407","4","6","4","10","3","0","1","3","0","0","0","0","0.00","0","0.00","92","7.61","7","13","18","0.3333","53.85","28","43","39.44","- 8.90","102","109","14.24","1.0141","2001-07-18","21.16","21.45","21","RIM/DRU/BAT","6'00","L","2019","-","-","-",""
"QMJHL","Jeremie Minville","DY","54847/jeremie-minville","F","2022","54","0.1852","0.0370","0.2407","7","3","3","10","0","2","1","2","1","0","0","0","0.00","0","0.00","101","7.92","8","13","17","0.3148","58.33","20","26","43.48","2.18","83","118","13.03","1.1089","2004-04-08","18.44","18.73","27","ROU","5'11","L","2022","-","-","-",""
"Allsvenskan","Gustav Bouramman","DY+7","36757/gustav-bouramman","D","2022","50","0.1000","0.1400","0.2400","1","4","6","5","1","6","8","7","0","0","0","71","1.41","30","3.33","104","1.92","2","12","26","0.5200","16.67","41","42","49.40","- 7.25","81","62","23.28","0.6185","1997-01-24","25.64","25.94","37","KRI","6'00","R","2015","MIN (2015) - #201","MIN","-",""
"SHL","Hardy Haman Aktell","DY+6","39961/hardy-haman-aktell","D","2022","50","0.2000","0.0400","0.2400","5","5","2","10","0","2","2","2","0","0","0","70","7.14","7","0.00","77","6.49","5","12","16","0.3200","41.67","39","33","54.17","4.57","61","62","20.22","0.7123","1998-07-04","24.20","24.49","7","VAX","6'04","L","2016","NSH (2016) - #108","NSH","-",""
"SHL","Linus Andersson","DY+5","41521/linus-andersson","F","2022","50","0.1800","0.0600","0.2400","8","1","1","9","1","2","0","3","0","0","0","72","11.11","9","11.11","81","11.11","9","12","13","0.2600","75.00","18","21","46.15","5.27","74","107","11.92","1.2084","1999-04-30","23.38","23.67","17","DIF/LIF","6'00","R","2017","-","-","-",""
"WHL","Justin Lies","DY","46225/justin-lies","F","2022","50","0.2000","0.0400","0.2400","6","4","4","10","2","0","0","2","0","0","0","0","0.00","0","0.00","89","8.99","8","12","16","0.3200","66.67","23","36","38.98","- 3.26","79","108","13.17","1.0934","2003-11-24","18.81","19.10","36","VAN","6'01","R","2022","-","-","-",""
"WHL","Karter Prosofsky","DY","47254/karter-prosofsky","D","2022","25","0.2400","0.0000","0.2400","2","4","1","6","0","0","0","0","0","0","0","0","0.00","0","0.00","25","8.00","2","6","7","0.2800","33.33","24","15","61.54","- 7.79","52","23","16.58","0.8683","2003-09-20","18.99","19.28","2","WPG","5'10","R","2022","-","-","-",""
"USHL","Seamus Powell","DY","51153/seamus-powell","D","2022","25","0.1600","0.0800","0.2400","1","3","3","4","0","2","0","2","0","0","0","0","0.00","0","0.00","16","6.25","1","6","9","0.3600","16.67","27","16","62.79","- 7.21","84","36","16.55","0.8702","2004-04-26","18.39","18.68","2","USA","6'00","L","2022","-","-","-",""
"Czechia U20","Vaclav Koci","DY+1","53859/vaclav-koci","F","2022","50","0.1600","0.0800","0.2400","3","5","4","8","1","3","0","4","0","0","0","0","0.00","0","0.00","0","0.00","4","12","16","0.3200","33.33","33","31","51.56","0.62","81","78","14.06","1.0243","2003-01-31","19.63","19.92","8","OLO","6'02","L","2021","-","-","-",""
"Sweden U20","Oscar Fisker Molgaard","DY-1","55172/oscar-fisker-molgaard","F","2022","25","0.2000","0.0400","0.2400","3","2","1","5","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","3","6","8","0.3200","50.00","14","11","56.00","- 5.96","57","35","13.57","1.0610","2005-02-18","17.58","17.87","57","HV71","5'10","L","2023","-","-","-",""
"NCAA","Matt Copponi","DY+1","56632/matt-copponi","F","2022","25","0.2000","0.0400","0.2400","2","3","3","5","1","0","0","1","0","0","0","0","0.00","0","0.00","28","10.71","3","6","9","0.3600","50.00","0","0","0.00","0.00","0","0","0.00","0.0000","2003-06-04","19.28","19.58","","MER","5'11","R","2021","-","-","-",""
"AHL","Thomas Schemitsch","DY+7","36381/thomas-schemitsch","D","2022","71","0.2113","0.0282","0.2394","6","9","5","15","0","2","1","2","0","0","0","0","0.00","0","0.00","103","5.83","6","17","23","0.3239","35.29","54","63","46.15","1.28","92","113","19.31","0.7438","1996-10-26","25.89","26.18","26","CLE","6'04","R","2015","FLA (2015) - #88","FLA","-",""
"Allsvenskan","Jesper Johansson","DY+11","29665/jesper-johansson","F","2022","46","0.2174","0.0000","0.2391","4","6","0","10","0","0","0","0","1","0","0","39","10.26","0","0.00","45","11.11","5","11","11","0.2391","40.00","18","16","52.94","- 5.08","94","68","12.97","1.1065","1993-07-06","29.19","29.49","14","VIK","6'01","R","2011","-","-","-",""
"Czechia U20","Ondrej Stastny","DY+2","50075/ondrej-stastny","F","2022","46","0.1739","0.0435","0.2391","3","5","8","8","1","1","3","2","0","1","0","0","0.00","0","0.00","0","0.00","4","11","22","0.4783","40.00","37","31","54.41","- 0.65","87","71","14.43","0.9941","2002-08-20","20.07","20.36","20","PCE","5'09","L","2020","-","-","-",""
"Sweden U20","Andrej Adamec","DY+1","50149/andrej-adamec","D","2022","46","0.2174","0.0217","0.2391","3","7","4","10","0","1","1","1","0","0","0","0","0.00","0","0.00","0","0.00","3","11","16","0.3478","27.27","36","28","56.25","3.16","86","76","17.14","0.8369","2003-06-22","19.23","19.53","7","VAX","5'10","L","2021","-","-","-",""
"Sweden U20","Anton Fredriksson","DY+1","50490/anton-fredriksson","D","2022","46","0.1522","0.0652","0.2391","3","4","5","7","2","1","0","3","1","0","0","0","0.00","0","0.00","0","0.00","6","11","16","0.3478","50.00","36","35","50.70","- 2.16","83","74","18.45","0.7777","2003-07-03","19.20","19.49","3","VAX","6'00","L","2021","-","-","-",""
"Sweden U20","Julius Hoglert","DY","50497/julius-hoglert","F","2022","46","0.2174","0.0217","0.2391","6","4","3","10","1","0","1","1","0","0","0","0","0.00","0","0.00","0","0.00","7","11","15","0.3261","63.64","21","29","42.00","- 14.97","94","71","14.46","0.9924","2003-09-24","18.98","19.27","18","MODO","5'11","L","2022","-","-","-",""
"Sweden U20","William Lonnqvist","DY+2","50510/william-lonnqvist","D","2022","46","0.2391","0.0000","0.2391","8","3","2","11","0","0","2","0","0","0","0","0","0.00","0","0.00","0","0.00","8","11","15","0.3261","72.73","24","58","29.27","- 2.43","58","125","17.53","0.8184","2002-04-09","20.43","20.73","7","KAR","6'01","L","2020","-","-","-",""
"MHL","Ivan Larionov","DY+1","50680/ivan-larionov","D","2022","46","0.1957","0.0435","0.2391","5","4","0","9","1","1","0","2","0","0","0","0","0.00","0","0.00","39","15.38","6","11","11","0.2391","54.55","12","25","32.43","- 20.14","92","83","12.59","1.1393","2003-04-17","19.41","19.71","26","AKM/MHK-SM","6'00","L","2021","-","-","-",""
"AHL","Tommy Cross","DY+15","22046/tommy-cross","D","2022","67","0.1940","0.0299","0.2388","6","7","4","13","1","1","8","2","1","0","1","0","0.00","0","0.00","130","6.15","8","16","29","0.4328","46.67","49","59","45.37","- 13.01","94","67","21.73","0.6593","1989-09-12","33.01","33.30","4","SPR","6'03","L","2007","BOS (2007) - #35","BOS","STL",""
"WHL","Tanner Brown","DY+1","45720/tanner-brown","D","2022","67","0.1940","0.0448","0.2388","6","7","7","13","1","2","3","3","0","0","0","0","0.00","0","0.00","111","6.31","7","16","26","0.3881","43.75","80","54","59.70","1.37","112","80","19.28","0.7432","2002-10-24","19.89","20.19","39","WPG/VAN","5'11","L","2021","-","-","-",""
"SHL","Pontus Sjalin","DY+8","35744/pontus-sjalin","D","2022","42","0.2381","0.0000","0.2381","5","5","4","10","0","0","0","0","0","0","1","37","13.51","3","0.00","43","11.63","5","10","15","0.3571","50.00","32","14","69.57","20.46","55","57","15.23","0.9378","1996-06-12","26.26","26.55","39","LHF","6'00","L","2014","MIN (2014) - #160","MIN","-",""
"SHL","Samuel Jonsson","DY+6","39675/samuel-jonsson","D","2022","42","0.2381","0.0000","0.2381","1","9","6","10","0","0","0","0","0","0","0","54","1.85","0","0.00","55","1.82","1","10","16","0.3810","10.00","33","25","56.90","1.34","65","52","19.27","0.7415","1998-05-19","24.32","24.62","22","RBK","5'10","L","2016","-","-","-",""
"Liiga","Oliver Joakim Larsen","DY+5","40625/oliver-joakim-larsen","D","2022","42","0.2143","0.0238","0.2381","1","8","3","9","0","1","5","1","0","0","0","0","0.00","0","0.00","95","1.05","1","10","18","0.4286","10.00","27","17","61.36","5.70","59","47","21.85","0.6538","1998-12-25","23.72","24.02","98","JUK","6'01","R","2017","-","-","-",""
"NCAA","Mick Messner","DY+5","41444/mick-messner","F","2022","21","0.2381","0.0000","0.2381","1","4","1","5","0","0","0","0","0","0","0","0","0.00","0","0.00","32","3.13","1","5","6","0.2857","20.00","0","0","0.00","0.00","0","0","0.00","0.0000","1999-04-20","23.40","23.70","","MER","5'11","L","2017","-","-","-",""
"Liiga","Jere Jokinen","DY+4","43229/jere-jokinen","F","2022","21","0.1905","0.0476","0.2381","4","0","1","4","0","1","1","1","0","0","0","0","0.00","0","0.00","32","12.50","4","5","7","0.3333","80.00","5","4","55.56","- 2.65","39","28","9.67","1.4769","2000-04-09","22.43","22.73","16","HPK/ILV","6'02","R","2018","-","-","-",""
"NCAA","Jayden Lee","DY+3","44299/jayden-lee","D","2022","42","0.2143","0.0238","0.2381","5","4","4","9","1","0","1","1","0","0","1","0","0.00","0","0.00","79","7.59","6","10","16","0.3810","60.00","0","0","0.00","0.00","0","0","0.00","0.0000","2001-01-10","21.68","21.98","","QUI","5'09","R","2019","-","-","-",""
"NCAA","Owen Gallatin","DY+2","45608/owen-gallatin","D","2022","42","0.1905","0.0476","0.2381","1","7","7","8","1","1","0","2","0","0","0","0","0.00","0","0.00","58","3.45","2","10","17","0.4048","20.00","0","0","0.00","0.00","0","0","0.00","0.0000","2002-06-17","20.24","20.54","","MND","5'08","L","2020","-","-","-",""
"Allsvenskan","Daniel Ljungman","DY+2","46235/daniel-ljungman","F","2022","21","0.1905","0.0476","0.2381","3","1","1","4","0","1","0","1","0","0","0","29","10.34","3","0.00","32","9.38","3","5","6","0.2857","60.00","8","12","40.00","- 6.48","33","38","11.95","1.1955","2002-04-03","20.45","20.74","29","SSK","6'00","L","2020","DAL (2020) - #154","DAL","DAL",""
"Finland U20","Atte Lehikoinen","DY+1","46547/atte-lehikoinen","D","2022","42","0.1429","0.0952","0.2381","2","4","4","6","0","4","2","4","0","0","0","0","0.00","0","0.00","71","2.82","2","10","16","0.3810","20.00","32","38","45.71","- 8.36","73","62","22.47","0.6357","2003-07-05","19.19","19.49","5","KAL","6'02","L","2021","-","-","-",""
"MHL","Valeri Sitnikov","DY+2","47045/valeri-sitnikov","D","2022","42","0.0952","0.0952","0.2381","0","4","0","4","2","2","2","4","0","2","0","0","0.00","0","0.00","55","3.64","2","10","12","0.2857","25.00","29","26","52.73","- 2.19","67","55","21.08","0.6778","2002-04-13","20.42","20.72","5","YEK","6'02","L","2020","-","-","-",""
"WHL","Marcus Almquist","DY+1","47184/marcus-almquist","F","2022","42","0.2143","0.0238","0.2381","7","2","3","9","0","1","1","1","0","0","0","0","0.00","0","0.00","64","10.94","7","10","14","0.3333","70.00","17","39","30.36","- 14.23","70","87","13.79","1.0356","2003-09-13","19.01","19.30","13","VIC","5'07","R","2021","-","-","-",""
"MHL","Alexei Averyanov","DY+2","47603/alexei-averyanov","D","2022","63","0.1587","0.0794","0.2381","4","6","7","10","4","1","2","5","0","0","0","0","0.00","0","0.00","132","6.06","8","15","24","0.3810","53.33","49","40","55.06","4.75","83","82","21.80","0.6555","2002-05-23","20.31","20.61","97","LT","6'00","L","2020","-","-","-",""
"WHL","Dylan Sydor","DY+1","48304/dylan-sydor","F","2022","63","0.2063","0.0317","0.2381","9","4","2","13","1","1","4","2","0","0","0","0","0.00","0","0.00","82","12.20","10","15","21","0.3333","66.67","29","22","56.86","- 7.23","166","93","11.00","1.2989","2003-04-07","19.44","19.73","23","KAM","5'10","R","2021","-","-","-",""
"USHL","Doug Grimes","DY+2","51126/doug-grimes","F","2022","42","0.2143","0.0238","0.2381","7","2","6","9","1","0","0","1","0","0","0","0","0.00","0","0.00","67","11.94","8","10","16","0.3810","80.00","24","17","58.54","10.63","80","87","11.97","1.1934","2002-04-18","20.41","20.70","19","CR/LIN","6'03","R","2020","-","-","-",""
"Czechia U20","Ondrej Postl","DY-1","53904/ondrej-postl","F","2022","42","0.1905","0.0476","0.2381","3","5","1","8","0","2","2","2","0","0","0","0","0.00","0","0.00","0","0.00","3","10","13","0.3095","30.00","11","16","40.74","- 12.36","77","68","11.12","1.2849","2004-12-22","17.73","18.03","10","LIT","5'09","R","2023","-","-","-",""
"Czechia U20","Filip Kriz","DY","53933/filip-kriz","F","2022","42","0.2143","0.0238","0.2381","3","6","2","9","1","0","1","1","0","0","0","0","0.00","0","0.00","0","0.00","4","10","13","0.3095","40.00","22","22","50.00","- 12.94","124","73","10.83","1.3188","2004-09-07","18.02","18.32","17","LIB","5'11","L","2022","-","-","-",""
"Finland U20","Paavo Karjalainen","DY-1","54127/paavo-karjalainen","F","2022","21","0.2381","0.0000","0.2381","2","3","1","5","0","0","0","0","0","0","0","0","0.00","0","0.00","29","6.90","2","5","6","0.2857","40.00","11","18","37.93","- 10.03","47","51","11.43","1.2500","2004-11-10","17.85","18.14","21","ILV","5'09","L","2023","-","-","-",""
